t,num_station,num_job,event_type
0,0,1,job start
0,1,1,job start
0,2,1,job start
0,3,1,job start
0,4,1,job start
3.265,0,1,job finish
3.265,0,2,job start
3.545,2,1,job finish
4.769,4,1,job finish
4.854,3,1,job finish
4.854,4,2,job start
4.854,3,2,job start
6.295,0,2,job finish
6.295,0,3,job start
8.34,4,2,job finish
9.031,1,1,job finish
9.031,2,2,job start
9.031,1,2,job start
9.612,3,2,job finish
9.612,4,3,job start
9.876,0,3,job finish
9.876,0,4,job start
12.667,2,2,job finish
12.667,3,3,job start
12.781,1,2,job finish
12.781,2,3,job start
12.781,1,3,job start
13.27,4,3,job finish
15.325,2,3,job finish
16.433,3,3,job finish
16.433,4,4,job start
16.433,3,4,job start
18.052,0,4,job finish
18.052,0,5,job start
18.454,4,4,job finish
20.335,0,5,job finish
20.335,0,6,job start
23.003,3,4,job finish
23.003,4,5,job start
25.862,1,3,job finish
25.862,2,4,job start
25.862,1,4,job start
26.394,0,6,job finish
26.394,0,7,job start
27.524,4,5,job finish
28.099,2,4,job finish
28.099,3,5,job start
28.861,0,7,job finish
28.861,0,8,job start
29.463,1,4,job finish
29.463,2,5,job start
29.463,1,5,job start
32.448,3,5,job finish
32.448,4,6,job start
33.508,0,8,job finish
33.508,0,9,job start
36.76,2,5,job finish
36.76,3,6,job start
38.553,0,9,job finish
38.553,0,10,job start
38.633,4,6,job finish
39.277,1,5,job finish
39.277,2,6,job start
39.277,1,6,job start
40.243,3,6,job finish
40.243,4,7,job start
42.262,1,6,job finish
42.262,1,7,job start
42.421,2,6,job finish
42.421,3,7,job start
42.421,2,7,job start
44.144,4,7,job finish
44.896,0,10,job finish
44.896,0,11,job start
45.076,2,7,job finish
45.474,1,7,job finish
45.474,2,8,job start
45.474,1,8,job start
45.815,3,7,job finish
45.815,4,8,job start
45.815,3,8,job start
47.499,2,8,job finish
49.697,3,8,job finish
49.697,3,9,job start
50.627,1,8,job finish
50.627,2,9,job start
50.627,1,9,job start
51.651,4,8,job finish
51.651,4,9,job start
52.186,3,9,job finish
52.43,0,11,job finish
52.43,0,12,job start
52.986,1,9,job finish
52.986,1,10,job start
54.393,4,9,job finish
54.393,4,10,job start
55.307,1,10,job finish
55.307,1,11,job start
55.754,2,9,job finish
55.754,3,10,job start
55.754,2,10,job start
57.116,4,10,job finish
58.027,1,11,job finish
58.027,1,12,job start
58.741,0,12,job finish
58.741,0,13,job start
60.057,3,10,job finish
60.057,4,11,job start
60.336,2,10,job finish
60.336,3,11,job start
60.336,2,11,job start
61.378,1,12,job finish
61.378,1,13,job start
62.534,0,13,job finish
62.534,0,14,job start
62.79,2,11,job finish
62.79,2,12,job start
62.987,3,11,job finish
62.987,3,12,job start
64.791,2,12,job finish
64.791,2,13,job start
64.851,0,14,job finish
64.851,0,15,job start
65.198,4,11,job finish
65.198,4,12,job start
66.001,1,13,job finish
66.001,1,14,job start
66.33,3,12,job finish
66.33,3,13,job start
67.509,2,13,job finish
67.509,2,14,job start
68.173,0,15,job finish
68.173,0,16,job start
68.665,3,13,job finish
68.665,3,14,job start
68.879,1,14,job finish
68.879,1,15,job start
71.153,4,12,job finish
71.153,4,13,job start
71.224,0,16,job finish
71.224,0,17,job start
72.271,2,14,job finish
72.271,2,15,job start
72.859,1,15,job finish
72.859,1,16,job start
73.644,0,17,job finish
73.644,0,18,job start
75.309,2,15,job finish
75.309,2,16,job start
76.395,4,13,job finish
76.395,4,14,job start
76.604,3,14,job finish
76.604,3,15,job start
77.605,1,16,job finish
77.605,1,17,job start
77.731,0,18,job finish
77.731,0,19,job start
79.995,2,16,job finish
79.995,2,17,job start
80.542,4,14,job finish
80.542,4,15,job start
80.976,1,17,job finish
80.976,1,18,job start
81.213,0,19,job finish
81.213,0,20,job start
81.804,3,15,job finish
81.804,3,16,job start
82.876,4,15,job finish
82.876,4,16,job start
82.998,2,17,job finish
82.998,2,18,job start
83.313,0,20,job finish
83.313,0,21,job start
86.441,2,18,job finish
86.629,1,18,job finish
86.629,2,19,job start
86.629,1,19,job start
86.805,0,21,job finish
86.805,0,22,job start
88.924,2,19,job finish
89.704,3,16,job finish
