,S0,S1,S2,S3,S4,bottleneck
0,0.0,0.0,0.0,0.0,0.0,S0
1,1.0,1.0,1.0,1.0,1.0,S0
2,2.0,2.0,2.0,2.0,2.0,S0
3,0.7080000000000002,3.0,3.0,3.0,3.0,S1
4,1.7080000000000002,4.0,4.0,4.0,4.0,S1
5,2.708,5.0,5.0,0.0810000000000004,0.0810000000000004,S1
6,3.708,0.09299999999999997,0.09299999999999997,1.0810000000000004,1.0810000000000004,S0
7,4.708,1.093,1.093,2.0810000000000004,2.0810000000000004,S0
8,5.708,2.093,2.093,3.0810000000000004,3.0810000000000004,S0
9,6.708,3.093,0.009000000000000341,4.081,4.081,S0
10,7.708,4.093,1.0090000000000003,5.081,5.081,S0
11,8.708,5.093,2.0090000000000003,6.081,0.08000000000000007,S0
12,9.708,6.093,3.0090000000000003,7.081,1.08,S0
13,10.708,0.7119999999999997,4.009,8.081,2.08,S0
14,11.708,1.7119999999999997,5.009,9.081,3.08,S0
15,12.708,2.7119999999999997,6.009,10.081,4.08,S0
16,13.708,3.7119999999999997,7.009,11.081,5.08,S0
17,14.708,4.712,0.5919999999999987,12.081,6.08,S0
18,15.708,5.712,1.5919999999999987,13.081,7.08,S0
19,16.708,6.712,2.5919999999999987,14.081,8.08,S0
20,17.708,0.44399999999999906,3.5919999999999987,15.081,9.08,S0
21,18.708,1.443999999999999,4.591999999999999,16.081,10.08,S0
22,19.708,2.443999999999999,5.591999999999999,17.081,11.08,S0
23,20.708,0.532,0.6550000000000011,18.081,12.08,S0
24,21.708,1.532,1.6550000000000011,19.081,13.08,S0
25,22.708,2.532,2.655000000000001,20.081,14.08,S0
26,23.708,3.532,3.655000000000001,21.081,15.08,S0
27,24.708,4.532,0.6359999999999992,22.081,0.8249999999999993,S0
28,25.708,0.2740000000000009,1.6359999999999992,23.081,1.8249999999999993,S0
29,26.708,1.274000000000001,2.6359999999999992,24.081,2.8249999999999993,S0
30,27.708,2.274000000000001,3.6359999999999992,25.081,3.8249999999999993,S0
31,28.708,3.274000000000001,4.635999999999999,26.081,0.754999999999999,S0
32,29.708,4.274000000000001,5.635999999999999,27.081,1.754999999999999,S0
33,30.708,0.13400000000000034,6.635999999999999,0.482999999999997,2.754999999999999,S0
34,31.708,1.1340000000000003,7.635999999999999,1.482999999999997,3.754999999999999,S0
35,32.708,2.1340000000000003,8.636,2.482999999999997,4.754999999999999,S0
36,33.708,3.1340000000000003,9.636,3.482999999999997,5.754999999999999,S0
37,34.708,4.134,0.30799999999999983,4.482999999999997,0.7490000000000023,S0
38,35.708,5.134,1.3079999999999998,5.482999999999997,1.7490000000000023,S0
39,36.708,6.134,2.308,6.482999999999997,2.7490000000000023,S0
40,37.708,7.134,3.308,7.482999999999997,3.7490000000000023,S0
41,38.708,8.134,4.308,8.482999999999997,4.749000000000002,S0
42,39.708,9.134,5.308,9.482999999999997,5.749000000000002,S0
43,40.708,10.134,6.308,10.482999999999997,6.749000000000002,S0
44,41.708,11.134,7.308,11.482999999999997,7.749000000000002,S0
45,42.708,12.134,8.308,12.482999999999997,0.1869999999999976,S0
46,43.708,13.134,0.23899999999999721,13.482999999999997,1.1869999999999976,S0
