,S0,S1,S2,S3,S4,bottleneck
0,0.0,0.0,0.0,0.0,0.0,S0
1,1.0,1.0,1.0,1.0,1.0,S0
2,2.0,2.0,2.0,2.0,2.0,S0
3,3.0,3.0,3.0,0.2789999999999999,0.3700000000000001,S0
4,4.0,4.0,0.17899999999999983,1.279,1.37,S0
5,5.0,5.0,1.1789999999999998,2.279,2.37,S0
6,6.0,6.0,2.179,3.279,3.37,S0
7,7.0,7.0,3.179,4.279,4.37,S0
8,8.0,8.0,4.179,5.279,5.37,S0
9,9.0,9.0,5.179,6.279,0.5690000000000008,S0
10,0.9589999999999996,0.9589999999999996,6.179,7.279,1.5690000000000008,S3
11,1.9589999999999996,1.9589999999999996,7.179,8.279,2.569000000000001,S3
12,2.9589999999999996,2.9589999999999996,8.179,9.279,3.569000000000001,S3
13,3.9589999999999996,3.9589999999999996,9.179,10.279,4.569000000000001,S3
14,4.959,4.959,0.5619999999999994,11.279,5.569000000000001,S3
15,5.959,5.959,1.5619999999999994,12.279,6.569000000000001,S3
16,6.959,6.959,2.5619999999999994,13.279,0.013999999999999346,S3
17,7.959,7.959,3.5619999999999994,14.279,1.0139999999999993,S3
18,8.959,8.959,4.561999999999999,15.279,2.0139999999999993,S3
19,9.959,0.012000000000000455,5.561999999999999,0.038000000000000256,3.0139999999999993,S0
20,10.959,1.0120000000000005,6.561999999999999,1.0380000000000003,4.013999999999999,S0
21,11.959,2.0120000000000005,7.561999999999999,2.0380000000000003,5.013999999999999,S0
22,12.959,3.0120000000000005,8.562,3.0380000000000003,6.013999999999999,S0
23,13.959,4.0120000000000005,9.562,4.038,0.5700000000000003,S0
24,14.959,5.0120000000000005,10.562,5.038,1.5700000000000003,S0
25,15.959,6.0120000000000005,11.562,6.038,2.5700000000000003,S0
26,16.959,7.0120000000000005,12.562,7.038,3.5700000000000003,S0
27,17.959,0.6990000000000016,13.562,8.038,4.57,S0
28,18.959,1.6990000000000016,14.562,9.038,5.57,S0
29,19.959,2.6990000000000016,15.562,10.038,6.57,S0
30,20.959,3.6990000000000016,16.561999999999998,11.038,7.57,S0
31,21.959,4.699000000000002,17.561999999999998,12.038,8.57,S0
32,22.959,0.015000000000000568,18.561999999999998,0.9740000000000002,9.57,S0
33,23.959,1.0150000000000006,19.561999999999998,1.9740000000000002,10.57,S0
34,24.959,2.0150000000000006,20.561999999999998,2.974,11.57,S0
35,25.959,3.0150000000000006,21.561999999999998,3.974,12.57,S0
36,26.959,4.015000000000001,22.561999999999998,4.974,13.57,S0
37,27.959,5.015000000000001,23.561999999999998,5.974,14.57,S0
38,28.959,6.015000000000001,24.561999999999998,6.974,0.08500000000000085,S0
39,29.959,7.015000000000001,25.561999999999998,7.974,1.0850000000000009,S0
40,30.959,8.015,26.561999999999998,8.974,2.085000000000001,S0
41,31.959,9.015,27.561999999999998,9.974,3.085000000000001,S0
42,32.959,10.015,0.4159999999999968,10.974,4.085000000000001,S0
43,33.959,11.015,1.4159999999999968,11.974,5.085000000000001,S0
44,34.959,12.015,2.415999999999997,12.974,6.085000000000001,S0
45,35.959,13.015,3.415999999999997,13.974,7.085000000000001,S0
