,S0,S1,S2,S3,S4,bottleneck
0,0.0,0.0,0.0,0.0,0.0,S0
1,1.0,1.0,1.0,1.0,1.0,S0
2,2.0,2.0,2.0,2.0,2.0,S0
3,3.0,3.0,3.0,3.0,3.0,S0
4,0.7400000000000002,4.0,4.0,4.0,4.0,S1
5,1.7400000000000002,0.26199999999999957,0.26199999999999957,5.0,5.0,S3
6,2.74,1.2619999999999996,1.2619999999999996,6.0,6.0,S3
7,3.74,2.2619999999999996,2.2619999999999996,0.41300000000000026,0.41300000000000026,S0
8,4.74,3.2619999999999996,3.2619999999999996,1.4130000000000003,1.4130000000000003,S0
9,5.74,4.262,4.262,2.4130000000000003,2.4130000000000003,S0
10,6.74,5.262,5.262,3.4130000000000003,3.4130000000000003,S0
11,7.74,6.262,6.262,4.413,4.413,S0
12,8.74,7.262,7.262,5.413,0.9510000000000005,S0
13,9.74,0.2599999999999998,8.262,6.413,1.9510000000000005,S0
14,10.74,1.2599999999999998,9.262,7.413,2.9510000000000005,S0
15,11.74,2.26,10.262,8.413,3.9510000000000005,S0
16,12.74,3.26,11.262,9.413,4.9510000000000005,S0
17,13.74,4.26,12.262,10.413,5.9510000000000005,S0
18,14.74,5.26,13.262,11.413,6.9510000000000005,S0
19,15.74,6.26,14.262,12.413,7.9510000000000005,S0
20,16.740000000000002,7.26,15.262,13.413,8.951,S0
21,17.740000000000002,8.26,0.04100000000000037,14.413,9.951,S0
22,18.740000000000002,9.26,1.0410000000000004,15.413,10.951,S0
23,19.740000000000002,10.26,2.0410000000000004,16.413,11.951,S0
24,20.740000000000002,11.26,3.0410000000000004,17.413,12.951,S0
25,21.740000000000002,12.26,4.041,0.6580000000000013,13.951,S0
26,22.740000000000002,13.26,5.041,1.6580000000000013,14.951,S0
27,23.740000000000002,14.26,6.041,2.6580000000000013,15.951,S0
28,24.740000000000002,15.26,7.041,3.6580000000000013,16.951,S0
29,25.740000000000002,16.259999999999998,8.041,0.9619999999999997,17.951,S0
30,26.740000000000002,17.259999999999998,0.8470000000000013,1.9619999999999997,18.951,S0
31,27.740000000000002,18.259999999999998,1.8470000000000013,2.9619999999999997,19.951,S0
32,28.740000000000002,19.259999999999998,2.8470000000000013,3.9619999999999997,20.951,S0
33,29.740000000000002,20.259999999999998,3.8470000000000013,4.962,21.951,S0
34,30.740000000000002,21.259999999999998,0.30799999999999983,0.34899999999999665,22.951,S0
35,31.740000000000002,22.259999999999998,1.3079999999999998,1.3489999999999966,23.951,S0
36,32.74,23.259999999999998,2.308,2.3489999999999966,24.951,S0
37,33.74,24.259999999999998,3.308,3.3489999999999966,25.951,S0
38,34.74,25.259999999999998,4.308,4.348999999999997,26.951,S0
39,35.74,26.259999999999998,5.308,5.348999999999997,27.951,S0
40,36.74,27.259999999999998,6.308,6.348999999999997,28.951,S0
41,37.74,28.259999999999998,7.308,7.348999999999997,29.951,S0
42,38.74,29.259999999999998,8.308,8.348999999999997,30.951,S0
43,39.74,30.259999999999998,9.308,9.348999999999997,31.951,S0
44,40.74,31.259999999999998,0.34599999999999653,10.348999999999997,32.951,S0
45,41.74,32.26,1.3459999999999965,11.348999999999997,33.951,S0
