t,num_station,num_job,event_type
0,0,1,job start
0,1,1,job start
0,2,1,job start
0,3,1,job start
0,4,1,job start
2.389,1,1,job finish
2.831,4,1,job finish
4.163,2,1,job finish
4.163,2,2,job start
4.181,3,1,job finish
4.181,4,2,job start
4.181,3,2,job start
7.639,3,2,job finish
7.655,0,1,job finish
7.655,1,2,job start
7.655,0,2,job start
8.703,2,2,job finish
8.703,3,3,job start
11.173,4,2,job finish
11.173,4,3,job start
11.24,0,2,job finish
11.24,0,3,job start
11.811,1,2,job finish
11.811,2,3,job start
11.811,1,3,job start
12.976,3,3,job finish
14.496,0,3,job finish
14.496,0,4,job start
15.929,4,3,job finish
15.929,4,4,job start
16.404,1,3,job finish
16.404,1,4,job start
18.25,4,4,job finish
18.58,0,4,job finish
18.58,0,5,job start
18.935,2,3,job finish
18.935,3,4,job start
18.935,2,4,job start
20.209,1,4,job finish
20.209,1,5,job start
21.46,3,4,job finish
21.46,4,5,job start
22.09,2,4,job finish
22.09,3,5,job start
22.09,2,5,job start
22.685,1,5,job finish
23.047,0,5,job finish
23.047,1,6,job start
23.047,0,6,job start
24.442,2,5,job finish
24.442,2,6,job start
24.475,3,5,job finish
24.475,3,6,job start
24.786,4,5,job finish
24.786,4,6,job start
27.132,2,6,job finish
28.643,3,6,job finish
28.643,3,7,job start
28.885,1,6,job finish
28.885,2,7,job start
29.603,4,6,job finish
29.603,4,7,job start
30.107,0,6,job finish
30.107,1,7,job start
30.107,0,7,job start
32.493,3,7,job finish
33.082,4,7,job finish
33.082,4,8,job start
33.558,1,7,job finish
33.901,0,7,job finish
33.901,1,8,job start
33.901,0,8,job start
34.895,2,7,job finish
34.895,3,8,job start
34.895,2,8,job start
36.06,4,8,job finish
37.092,1,8,job finish
37.449,0,8,job finish
37.449,1,9,job start
37.449,0,9,job start
37.627,3,8,job finish
37.627,4,9,job start
37.762,2,8,job finish
37.762,3,9,job start
37.762,2,9,job start
40.492,2,9,job finish
40.648,1,9,job finish
40.648,2,10,job start
40.701,4,9,job finish
41.874,3,9,job finish
41.874,4,10,job start
41.874,3,10,job start
43.042,2,10,job finish
44.269,0,9,job finish
44.269,1,10,job start
44.269,0,10,job start
45.488,3,10,job finish
45.488,3,11,job start
47.087,4,10,job finish
47.087,4,11,job start
47.555,0,10,job finish
47.555,0,11,job start
47.973,1,10,job finish
47.973,2,11,job start
47.973,1,11,job start
48.331,3,11,job finish
49.585,4,11,job finish
49.585,4,12,job start
50.476,0,11,job finish
50.476,0,12,job start
51.596,4,12,job finish
51.813,1,11,job finish
51.813,1,12,job start
52.725,0,12,job finish
52.725,0,13,job start
53.968,2,11,job finish
53.968,3,12,job start
53.968,2,12,job start
54.558,1,12,job finish
54.558,1,13,job start
54.969,0,13,job finish
54.969,0,14,job start
57.063,2,12,job finish
57.063,2,13,job start
57.274,3,12,job finish
57.274,4,13,job start
57.274,3,13,job start
57.591,1,13,job finish
57.591,1,14,job start
59.572,2,13,job finish
59.572,2,14,job start
59.812,0,14,job finish
59.812,0,15,job start
60.21,1,14,job finish
60.21,1,15,job start
60.635,3,13,job finish
60.635,3,14,job start
61.523,4,13,job finish
61.523,4,14,job start
62.323,0,15,job finish
62.323,0,16,job start
63.735,1,15,job finish
63.735,1,16,job start
63.743,2,14,job finish
63.743,2,15,job start
64.647,3,14,job finish
64.647,3,15,job start
65.425,4,14,job finish
65.425,4,15,job start
67.556,2,15,job finish
67.556,2,16,job start
69.349,3,15,job finish
69.349,3,16,job start
69.728,0,16,job finish
69.728,0,17,job start
70.273,4,15,job finish
70.273,4,16,job start
71.146,2,16,job finish
71.739,1,16,job finish
71.739,2,17,job start
71.739,1,17,job start
72.432,3,16,job finish
72.432,3,17,job start
72.437,4,16,job finish
72.437,4,17,job start
74.946,4,17,job finish
75.095,1,17,job finish
75.158,3,17,job finish
75.158,4,18,job start
75.226,2,17,job finish
75.226,3,18,job start
75.226,2,18,job start
76.155,0,17,job finish
76.155,1,18,job start
76.155,0,18,job start
77.484,4,18,job finish
78.668,3,18,job finish
78.668,4,19,job start
79.908,0,18,job finish
79.908,0,19,job start
80.635,2,18,job finish
