,S0,S1,S2,S3,S4,bottleneck
0,0.0,0.0,0.0,0.0,0.0,S0
1,1.0,1.0,1.0,1.0,1.0,S0
2,2.0,2.0,2.0,2.0,2.0,S0
3,3.0,3.0,3.0,3.0,3.0,S0
4,4.0,4.0,4.0,0.714,0.30600000000000005,S0
5,5.0,5.0,5.0,1.714,1.306,S0
6,6.0,6.0,0.5709999999999997,2.714,2.306,S0
7,0.8399999999999999,0.8399999999999999,1.5709999999999997,3.714,0.4850000000000003,S3
8,1.8399999999999999,1.8399999999999999,2.5709999999999997,4.714,1.4850000000000003,S3
9,2.84,2.84,3.5709999999999997,5.714,2.4850000000000003,S3
10,3.84,3.84,4.571,0.4120000000000008,3.4850000000000003,S2
11,4.84,4.84,5.571,1.4120000000000008,4.485,S2
12,5.84,5.84,6.571,2.412000000000001,5.485,S2
13,6.84,6.84,7.571,3.412000000000001,6.485,S2
14,7.84,7.84,8.571,4.412000000000001,7.485,S2
15,8.84,8.84,0.3230000000000004,5.412000000000001,8.485,S0
16,9.84,0.47199999999999953,1.3230000000000004,6.412000000000001,9.485,S0
17,10.84,1.4719999999999995,2.3230000000000004,7.412000000000001,10.485,S0
18,11.84,2.4719999999999995,3.3230000000000004,8.412,11.485,S0
19,12.84,3.4719999999999995,4.323,9.412,12.485,S0
20,13.84,0.46399999999999864,5.323,10.412,13.485,S0
21,14.84,1.4639999999999986,6.323,11.412,14.485,S0
22,15.84,2.4639999999999986,7.323,12.412,15.485,S0
23,16.84,0.4250000000000007,8.323,13.412,16.485,S0
24,17.84,1.4250000000000007,9.323,14.412,17.485,S0
25,18.84,2.4250000000000007,10.323,15.412,18.485,S0
26,19.84,3.4250000000000007,11.323,0.2240000000000002,19.485,S0
27,20.84,4.425000000000001,12.323,1.2240000000000002,20.485,S0
28,21.84,0.2519999999999989,13.323,2.224,21.485,S0
29,22.84,1.251999999999999,14.323,3.224,22.485,S0
30,23.84,2.251999999999999,15.323,4.224,0.3279999999999994,S0
31,24.84,3.251999999999999,16.323,5.224,1.3279999999999994,S0
32,25.84,4.251999999999999,17.323,6.224,2.3279999999999994,S0
33,26.84,0.8710000000000022,18.323,7.224,3.3279999999999994,S0
34,27.84,1.8710000000000022,19.323,8.224,4.327999999999999,S0
35,28.84,2.871000000000002,20.323,9.224,5.327999999999999,S0
36,29.84,3.871000000000002,21.323,10.224,6.327999999999999,S0
37,30.84,4.871000000000002,22.323,11.224,7.327999999999999,S0
38,31.84,5.871000000000002,23.323,12.224,8.328,S0
39,32.84,6.871000000000002,0.9359999999999999,13.224,9.328,S0
40,33.84,7.871000000000002,1.936,14.224,10.328,S0
41,34.84,8.871000000000002,2.936,15.224,11.328,S0
42,35.84,9.871000000000002,3.936,16.224,12.328,S0
43,36.84,10.871000000000002,4.936,17.224,13.328,S0
44,37.84,11.871000000000002,5.936,18.224,14.328,S0
45,38.84,12.871000000000002,6.936,19.224,0.8449999999999989,S0
46,39.84,13.871000000000002,7.936,20.224,1.8449999999999989,S0
47,40.84,14.871000000000002,8.936,21.224,2.844999999999999,S0
48,41.84,15.871000000000002,9.936,22.224,3.844999999999999,S0
