,S0,S1,S2,S3,S4,bottleneck
0,0.0,0.0,0.0,0.0,0.0,S0
1,1.0,1.0,1.0,1.0,1.0,S0
2,2.0,2.0,2.0,2.0,2.0,S0
3,3.0,3.0,3.0,3.0,3.0,S0
4,4.0,4.0,0.9329999999999998,4.0,4.0,S0
5,0.9000000000000004,0.9000000000000004,1.9329999999999998,5.0,5.0,S3
6,1.9000000000000004,1.9000000000000004,2.933,6.0,6.0,S3
7,2.9000000000000004,2.9000000000000004,3.933,7.0,7.0,S3
8,3.9000000000000004,3.9000000000000004,0.07099999999999973,8.0,8.0,S3
9,4.9,4.9,1.0709999999999997,9.0,9.0,S3
10,5.9,5.9,2.0709999999999997,10.0,10.0,S3
11,6.9,6.9,3.0709999999999997,11.0,11.0,S3
12,7.9,7.9,4.071,12.0,12.0,S3
13,8.9,8.9,5.071,13.0,13.0,S3
14,9.9,9.9,6.071,14.0,14.0,S3
15,10.9,10.9,7.071,15.0,15.0,S3
16,11.9,11.9,8.071,0.9120000000000008,0.9120000000000008,S0
17,12.9,0.5459999999999994,9.071,1.9120000000000008,1.9120000000000008,S0
18,13.9,1.5459999999999994,10.071,2.912000000000001,2.912000000000001,S0
19,14.9,2.5459999999999994,11.071,3.912000000000001,3.912000000000001,S0
20,15.9,3.5459999999999994,0.5330000000000013,4.912000000000001,4.912000000000001,S0
21,16.9,4.545999999999999,1.5330000000000013,5.912000000000001,5.912000000000001,S0
22,17.9,5.545999999999999,2.5330000000000013,6.912000000000001,6.912000000000001,S0
23,18.9,6.545999999999999,3.5330000000000013,7.912000000000001,7.912000000000001,S0
24,19.9,0.19200000000000017,0.8560000000000016,8.912,8.912,S0
25,20.9,1.1920000000000002,1.8560000000000016,9.912,9.912,S0
26,21.9,2.192,2.8560000000000016,10.912,10.912,S0
27,22.9,3.192,3.8560000000000016,11.912,11.912,S0
28,23.9,4.192,4.856000000000002,12.912,12.912,S0
29,24.9,5.192,5.856000000000002,13.912,13.912,S0
30,25.9,6.192,6.856000000000002,14.912,14.912,S0
31,26.9,7.192,7.856000000000002,15.912,15.912,S0
32,27.9,8.192,0.6759999999999984,16.912,16.912,S0
33,28.9,9.192,1.6759999999999984,17.912,17.912,S0
34,29.9,10.192,2.6759999999999984,18.912,18.912,S0
35,30.9,11.192,3.6759999999999984,19.912,19.912,S0
36,31.9,12.192,4.675999999999998,20.912,20.912,S0
37,32.9,13.192,5.675999999999998,21.912,21.912,S0
38,33.9,14.192,6.675999999999998,22.912,22.912,S0
39,34.9,15.192,0.570999999999998,23.912,23.912,S0
40,35.9,16.192,1.570999999999998,24.912,24.912,S0
41,36.9,17.192,2.570999999999998,25.912,25.912,S0
42,37.9,18.192,3.570999999999998,26.912,26.912,S0
43,38.9,19.192,4.570999999999998,27.912,27.912,S0
44,39.9,20.192,5.570999999999998,28.912,28.912,S0
45,40.9,21.192,6.570999999999998,29.912,29.912,S0
46,41.9,22.192,7.570999999999998,30.912,30.912,S0
47,42.9,23.192,8.570999999999998,31.912,31.912,S0
48,43.9,24.192,9.570999999999998,32.912,32.912,S0
49,44.9,25.192,10.570999999999998,0.536999999999999,33.912,S0
