,S0,S1,S2,S3,S4,bottleneck
0,0.0,0.0,0.0,0.0,0.0,S0
1,1.0,1.0,1.0,1.0,1.0,S0
2,2.0,2.0,2.0,2.0,2.0,S0
3,3.0,3.0,3.0,3.0,3.0,S0
4,4.0,4.0,4.0,4.0,0.9369999999999998,S0
5,0.5540000000000003,0.5540000000000003,5.0,5.0,1.9369999999999998,S2
6,1.5540000000000003,1.5540000000000003,6.0,6.0,2.937,S2
7,2.5540000000000003,2.5540000000000003,7.0,7.0,3.937,S2
8,3.5540000000000003,3.5540000000000003,0.08199999999999985,0.08199999999999985,4.936999999999999,S4
9,4.554,4.554,1.0819999999999999,1.0819999999999999,5.936999999999999,S4
10,5.554,5.554,2.082,2.082,6.936999999999999,S4
11,6.554,6.554,3.082,3.082,7.936999999999999,S4
12,7.554,7.554,4.082,4.082,0.17300000000000004,S0
13,8.554,8.554,5.082,5.082,1.173,S0
14,9.554,9.554,6.082,6.082,2.173,S0
15,10.554,10.554,7.082,7.082,3.173,S0
16,11.554,11.554,8.082,8.082,4.173,S0
17,12.554,12.554,9.082,9.082,5.173,S0
18,13.554,13.554,10.082,10.082,6.173,S0
19,14.554,14.554,11.082,11.082,7.173,S0
20,15.554,15.554,12.082,0.9959999999999987,8.173,S0
21,16.554000000000002,16.554000000000002,13.082,1.9959999999999987,9.173,S0
22,17.554000000000002,17.554000000000002,14.082,2.9959999999999987,10.173,S0
23,18.554000000000002,18.554000000000002,15.082,3.9959999999999987,11.173,S0
24,19.554000000000002,19.554000000000002,16.082,4.995999999999999,0.8039999999999985,S0
25,20.554000000000002,20.554000000000002,17.082,5.995999999999999,1.8039999999999985,S0
26,21.554000000000002,21.554000000000002,18.082,6.995999999999999,2.8039999999999985,S0
27,22.554000000000002,22.554000000000002,19.082,7.995999999999999,3.8039999999999985,S0
28,23.554000000000002,23.554000000000002,20.082,8.995999999999999,0.5120000000000005,S0
29,24.554000000000002,24.554000000000002,21.082,9.995999999999999,1.5120000000000005,S0
30,25.554000000000002,25.554000000000002,22.082,10.995999999999999,2.5120000000000005,S0
31,26.554000000000002,26.554000000000002,23.082,11.995999999999999,3.5120000000000005,S0
32,27.554000000000002,27.554000000000002,24.082,12.995999999999999,4.5120000000000005,S0
33,28.554000000000002,28.554000000000002,25.082,13.995999999999999,5.5120000000000005,S0
34,29.554000000000002,29.554000000000002,26.082,14.995999999999999,6.5120000000000005,S0
35,30.554000000000002,30.554000000000002,27.082,15.995999999999999,7.5120000000000005,S0
36,31.554000000000002,31.554000000000002,28.082,16.996,8.512,S0
37,32.554,32.554,29.082,17.996,9.512,S0
38,33.554,33.554,0.9720000000000013,18.996,10.512,S0
39,34.554,34.554,1.9720000000000013,19.996,11.512,S0
40,35.554,35.554,2.9720000000000013,20.996,12.512,S0
41,36.554,36.554,3.9720000000000013,21.996,13.512,S0
42,37.554,37.554,4.972000000000001,22.996,0.06400000000000006,S0
43,38.554,38.554,0.9129999999999967,23.996,1.064,S0
44,39.554,39.554,1.9129999999999967,24.996,2.064,S0
45,40.554,40.554,2.9129999999999967,25.996,3.064,S0
46,41.554,41.554,3.9129999999999967,26.996,4.064,S0
