,S0,S1,S2,S3,S4,bottleneck
0,0.0,0.0,0.0,0.0,0.0,S0
1,1.0,1.0,1.0,1.0,1.0,S0
2,2.0,2.0,2.0,2.0,2.0,S0
3,3.0,3.0,3.0,3.0,3.0,S0
4,4.0,4.0,0.6789999999999998,4.0,4.0,S0
5,5.0,5.0,1.6789999999999998,5.0,5.0,S0
6,0.8940000000000001,0.8940000000000001,2.679,0.04100000000000037,0.04100000000000037,S2
7,1.8940000000000001,1.8940000000000001,3.679,1.0410000000000004,1.0410000000000004,S2
8,2.894,2.894,4.679,2.0410000000000004,2.0410000000000004,S2
9,3.894,3.894,5.679,3.0410000000000004,0.5280000000000005,S2
10,4.894,4.894,0.532,4.041,1.5280000000000005,S0
11,5.894,5.894,1.532,5.041,2.5280000000000005,S0
12,6.894,6.894,2.532,6.041,3.5280000000000005,S0
13,7.894,7.894,3.532,7.041,4.5280000000000005,S0
14,8.894,8.894,4.532,8.041,5.5280000000000005,S0
15,9.894,9.894,0.02800000000000047,9.041,0.09200000000000053,S0
16,10.894,10.894,1.0280000000000005,10.041,1.0920000000000005,S0
17,11.894,11.894,2.0280000000000005,11.041,2.0920000000000005,S0
18,12.894,12.894,3.0280000000000005,12.041,3.0920000000000005,S0
19,13.894,13.894,4.0280000000000005,13.041,4.0920000000000005,S0
20,14.894,14.894,5.0280000000000005,14.041,5.0920000000000005,S0
21,15.894,15.894,6.0280000000000005,15.041,6.0920000000000005,S0
22,16.894,16.894,7.0280000000000005,16.041,7.0920000000000005,S0
23,17.894,17.894,8.028,17.041,0.13100000000000023,S0
24,18.894,18.894,9.028,18.041,1.1310000000000002,S0
25,19.894,19.894,10.028,19.041,2.1310000000000002,S0
26,20.894,20.894,11.028,20.041,3.1310000000000002,S0
27,21.894,21.894,12.028,21.041,4.131,S0
28,22.894,0.5779999999999994,13.028,22.041,5.131,S0
29,23.894,1.5779999999999994,14.028,23.041,6.131,S0
30,24.894,2.5779999999999994,15.028,24.041,7.131,S0
31,25.894,3.5779999999999994,16.028,25.041,8.131,S0
32,26.894,4.577999999999999,17.028,26.041,9.131,S0
33,27.894,5.577999999999999,18.028,27.041,10.131,S0
34,28.894,6.577999999999999,19.028,28.041,11.131,S0
35,29.894,7.577999999999999,20.028,29.041,12.131,S0
36,30.894,8.578,21.028,30.041,13.131,S0
37,31.894,9.578,22.028,31.041,14.131,S0
38,32.894,10.578,0.6340000000000003,32.041,0.12400000000000233,S0
39,33.894,11.578,1.6340000000000003,33.041,1.1240000000000023,S0
40,34.894,12.578,2.6340000000000003,34.041,2.1240000000000023,S0
41,35.894,13.578,3.6340000000000003,35.041,3.1240000000000023,S0
42,36.894,14.578,4.634,36.041,4.124000000000002,S0
43,37.894,15.578,5.634,37.041,5.124000000000002,S0
44,38.894,16.578,6.634,38.041,0.7610000000000028,S0
45,39.894,17.578,7.634,39.041,1.7610000000000028,S0
46,40.894,18.578,8.634,40.041,2.761000000000003,S0
47,41.894,19.578,9.634,41.041,3.761000000000003,S0
48,42.894,20.578,10.634,42.041,4.761000000000003,S0
49,43.894,21.578,11.634,43.041,5.761000000000003,S0
