t,B0,B1,B2,B3,B4,B5
1,4,0,0,0,0,0
2,5,0,0,0,0,0
3,4,1,0,0,0,1
4,5,0,0,0,0,1
5,5,0,0,0,0,1
6,5,0,0,1,0,2
7,5,0,0,1,0,2
8,5,0,0,0,0,2
9,4,0,0,0,0,2
10,5,0,0,1,0,2
11,4,1,0,0,1,2
12,5,1,0,0,0,3
13,5,0,0,0,0,3
14,4,1,0,0,0,4
15,5,0,0,0,0,4
16,5,0,0,0,0,5
17,5,0,0,0,0,5
18,5,0,0,0,0,5
19,5,0,1,0,0,5
20,5,0,1,0,0,6
21,5,0,0,0,0,6
22,5,0,0,0,0,6
23,4,0,0,1,0,6
24,5,0,0,1,0,6
25,5,0,0,1,0,6
26,5,0,0,1,0,6
27,5,0,0,1,0,6
28,5,0,0,1,0,6
29,5,0,0,1,0,6
30,4,1,0,0,0,6
31,5,0,0,0,0,6
32,5,0,0,0,0,6
33,4,1,0,0,0,7
34,5,1,0,0,0,7
35,5,0,0,0,0,8
36,5,0,0,0,0,8
37,5,0,0,0,0,8
38,5,0,0,0,0,8
39,5,0,0,0,0,8
40,4,1,0,0,0,8
41,5,1,0,0,1,8
42,4,1,0,0,1,8
43,5,1,0,0,0,9
44,5,1,0,0,0,9
45,4,2,0,0,0,10
46,5,2,0,0,0,10
47,5,2,0,0,0,10
48,4,3,0,0,0,10
49,5,3,0,0,0,10
50,5,2,0,0,0,10
51,5,2,0,0,0,10
52,5,2,0,0,0,10
53,4,2,0,0,0,11
54,5,2,0,0,0,11
55,5,1,0,0,0,11
56,5,1,0,0,0,11
57,5,1,0,0,0,11
58,4,1,0,1,0,11
59,5,1,0,1,0,11
60,5,1,0,1,0,11
61,5,1,0,0,1,11
62,4,1,0,1,1,11
63,5,1,0,1,0,12
64,5,1,0,0,1,12
65,4,1,0,1,1,12
66,5,1,0,1,0,13
67,5,0,1,1,0,13
68,5,0,1,1,0,14
69,5,0,1,1,0,14
70,4,0,2,1,0,14
71,5,0,2,1,0,14
72,5,0,1,2,0,14
73,4,1,1,2,0,14
74,5,1,1,2,0,14
75,5,0,2,2,0,14
76,5,0,2,1,0,14
77,5,0,2,1,0,14
78,4,0,2,1,1,14
79,5,0,2,1,1,14
80,5,0,2,1,0,15
81,5,0,2,1,0,15
82,4,1,2,1,0,15
83,5,0,2,2,0,15
84,5,0,2,2,0,15
85,4,1,2,2,0,16
86,5,1,1,2,0,16
87,5,1,1,2,0,16
88,4,2,0,3,0,16
89,5,2,0,2,0,17
90,5,1,1,2,0,17
91,4,2,1,2,0,17
92,5,2,0,2,1,17
93,5,2,0,2,1,17
94,5,2,0,2,1,17
95,4,3,0,2,1,17
96,5,3,0,2,2,17
97,5,3,0,2,2,17
98,5,2,0,1,3,17
99,4,3,0,1,2,18
100,5,3,0,2,2,18
101,5,3,0,1,3,18
102,5,2,0,1,2,19
103,5,2,0,1,2,19
104,4,3,0,1,2,19
105,5,3,0,1,1,20
106,5,3,0,2,1,20
107,5,3,0,2,1,20
108,4,4,0,2,1,20
109,5,4,0,2,1,20
110,5,3,0,1,2,20
111,5,3,0,1,2,20
112,5,3,0,1,2,20
113,4,4,0,1,2,20
114,5,4,0,1,1,21
115,5,4,0,2,1,21
116,5,4,0,2,1,21
117,4,4,0,2,1,21
118,5,4,0,2,1,21
119,5,4,0,1,2,21
120,4,5,0,2,2,21
121,5,5,0,2,2,21
122,5,4,0,1,2,22
123,5,4,0,1,2,22
124,5,4,0,0,2,23
125,4,5,0,1,2,23
126,5,4,0,1,2,23
127,5,4,0,1,2,23
128,5,4,0,1,1,24
129,4,5,0,1,1,24
130,5,5,0,1,1,24
131,4,5,1,0,2,24
132,5,5,1,0,2,24
133,5,5,0,0,3,24
134,5,4,1,0,2,25
135,4,5,1,0,2,25
136,5,5,1,0,3,25
137,5,5,1,0,3,25
138,4,5,1,0,3,25
139,5,5,1,0,3,25
140,5,5,0,1,2,26
141,5,5,0,1,2,26
142,5,5,0,0,3,26
143,5,5,0,1,3,26
144,5,5,0,1,2,27
145,5,5,0,0,3,27
146,4,5,0,0,3,27
147,5,5,0,0,3,27
148,5,5,0,0,3,27
149,5,5,0,1,3,27
150,5,5,0,0,4,27
151,5,5,0,0,3,28
152,4,5,0,0,4,28
153,5,5,0,0,3,29
154,5,5,0,0,3,29
155,5,5,0,0,3,29
156,5,5,0,0,3,29
157,5,5,0,0,2,30
158,4,5,1,0,2,30
159,5,5,1,0,2,30
