t,num_station,num_job,event_type
0,0,1,job start
0,1,1,job start
0,2,1,job start
0,3,1,job start
0,4,1,job start
2.366,2,1,job finish
2.761,0,1,job finish
2.761,0,2,job start
3.365,4,1,job finish
4.223,3,1,job finish
4.223,4,2,job start
4.223,3,2,job start
6.038,0,2,job finish
6.038,0,3,job start
7.226,3,2,job finish
8.738,4,2,job finish
8.738,4,3,job start
8.759,1,1,job finish
8.759,2,2,job start
8.759,1,2,job start
11.285,2,2,job finish
11.285,3,3,job start
11.455,4,3,job finish
11.949,1,2,job finish
11.949,2,3,job start
11.949,1,3,job start
13.52,0,3,job finish
13.52,0,4,job start
15.212,1,3,job finish
15.212,1,4,job start
15.536,3,3,job finish
15.536,4,4,job start
16.544,2,3,job finish
16.544,3,4,job start
16.544,2,4,job start
18.321,4,4,job finish
18.755,2,4,job finish
21.824,1,4,job finish
21.824,2,5,job start
22.348,3,4,job finish
22.348,4,5,job start
22.348,3,5,job start
24.665,0,4,job finish
24.665,1,5,job start
24.665,0,5,job start
24.857,3,5,job finish
24.933,2,5,job finish
24.933,3,6,job start
26.666,4,5,job finish
26.666,4,6,job start
28.242,1,5,job finish
28.242,2,6,job start
29.054,0,5,job finish
29.054,1,6,job start
29.054,0,6,job start
30.098,4,6,job finish
30.547,2,6,job finish
30.803,3,6,job finish
30.803,4,7,job start
30.803,3,7,job start
33.133,3,7,job finish
34.978,4,7,job finish
34.978,4,8,job start
36.281,0,6,job finish
36.281,0,7,job start
38.588,4,8,job finish
39.028,1,6,job finish
39.028,2,7,job start
39.028,1,7,job start
41.646,0,7,job finish
41.646,0,8,job start
43.114,2,7,job finish
43.114,3,8,job start
43.878,0,8,job finish
43.878,0,9,job start
45.8,1,7,job finish
45.8,2,8,job start
45.8,1,8,job start
46.612,3,8,job finish
46.612,4,9,job start
47.276,0,9,job finish
47.276,0,10,job start
48.42,1,8,job finish
48.42,1,9,job start
49.188,2,8,job finish
49.188,3,9,job start
49.188,2,9,job start
50.625,0,10,job finish
50.625,0,11,job start
50.646,4,9,job finish
51.508,2,9,job finish
52.848,1,9,job finish
52.848,2,10,job start
52.848,1,10,job start
53.336,3,9,job finish
53.336,4,10,job start
53.336,3,10,job start
54.787,0,11,job finish
54.787,0,12,job start
56.584,3,10,job finish
57.739,4,10,job finish
57.739,4,11,job start
58.457,0,12,job finish
58.457,0,13,job start
58.531,1,10,job finish
58.531,1,11,job start
61.543,0,13,job finish
61.543,0,14,job start
61.676,2,10,job finish
61.676,3,11,job start
61.676,2,11,job start
63.186,1,11,job finish
63.186,1,12,job start
64.27,4,11,job finish
64.791,2,11,job finish
64.791,2,12,job start
65.368,0,14,job finish
65.368,0,15,job start
65.92,3,11,job finish
65.92,4,12,job start
65.92,3,12,job start
66.718,1,12,job finish
66.718,1,13,job start
67.494,2,12,job finish
67.494,2,13,job start
67.759,0,15,job finish
67.759,0,16,job start
69.093,3,12,job finish
69.093,3,13,job start
69.319,4,12,job finish
69.319,4,13,job start
69.409,1,13,job finish
69.409,1,14,job start
70.638,2,13,job finish
70.638,2,14,job start
71.591,3,13,job finish
71.591,3,14,job start
72.137,4,13,job finish
72.137,4,14,job start
72.913,2,14,job finish
73.956,3,14,job finish
73.956,3,15,job start
74.139,4,14,job finish
74.139,4,15,job start
76.482,0,16,job finish
76.482,0,17,job start
76.784,3,15,job finish
78.88,1,14,job finish
78.88,2,15,job start
78.88,1,15,job start
80.268,0,17,job finish
80.268,0,18,job start
81.195,4,15,job finish
81.195,4,16,job start
81.492,2,15,job finish
81.492,3,16,job start
82.334,0,18,job finish
82.334,0,19,job start
82.934,1,15,job finish
82.934,2,16,job start
82.934,1,16,job start
84.399,4,16,job finish
84.894,0,19,job finish
84.894,0,20,job start
85.124,2,16,job finish
86.536,1,16,job finish
86.536,2,17,job start
86.536,1,17,job start
87.528,0,20,job finish
87.528,0,21,job start
88.087,3,16,job finish
88.087,4,17,job start
88.087,3,17,job start
89.004,1,17,job finish
89.004,1,18,job start
89.46,2,17,job finish
89.46,2,18,job start
90.391,3,17,job finish
90.391,3,18,job start
90.424,4,17,job finish
90.424,4,18,job start
