t,B0,B1,B2,B3,B4,B5
1,4,0,0,0,0,0
2,5,0,0,0,0,0
3,5,0,0,0,0,1
4,4,0,0,0,0,1
5,5,0,0,0,0,1
6,5,0,0,0,0,2
7,4,0,1,0,0,2
8,5,0,1,0,0,2
9,5,0,1,0,0,2
10,5,0,2,0,0,3
11,5,0,1,0,0,3
12,5,0,1,0,0,3
13,5,0,1,0,0,3
14,4,0,1,0,0,3
15,5,0,0,1,0,3
16,4,1,0,1,0,3
17,5,0,1,1,0,3
18,5,0,1,1,0,3
19,5,0,1,0,0,3
20,5,0,1,0,0,3
21,4,1,0,1,0,4
22,5,1,0,1,0,4
23,5,1,0,2,0,4
24,5,1,0,2,0,4
25,5,1,0,1,0,4
26,5,0,0,1,0,4
27,4,1,0,1,0,5
28,5,1,0,0,0,5
29,4,1,1,0,0,5
30,5,1,1,0,0,5
31,5,1,1,0,0,6
32,4,2,0,0,0,6
33,5,2,0,0,0,6
34,5,1,1,0,1,6
35,5,1,0,0,1,6
36,5,1,0,0,1,6
37,4,2,0,0,0,7
38,5,1,0,0,1,7
39,5,1,0,0,1,7
40,5,1,0,0,1,7
41,5,1,0,0,1,8
42,5,0,0,0,1,8
43,5,0,0,0,1,8
44,5,0,0,0,1,8
45,5,0,0,0,1,9
46,5,0,0,0,1,9
47,4,0,0,0,1,9
48,5,0,0,0,0,10
49,5,0,0,1,0,10
50,4,1,0,1,0,10
51,5,0,0,1,0,10
52,5,0,0,1,0,10
53,4,0,1,1,0,11
54,5,0,1,1,0,11
55,5,0,0,1,0,11
56,4,1,0,1,0,11
57,5,0,1,0,0,12
58,4,1,0,1,0,12
59,5,1,0,1,0,12
60,5,0,1,0,0,13
61,4,1,0,1,0,13
62,5,1,0,1,0,13
63,5,0,1,1,0,13
64,5,0,1,1,0,13
65,5,0,1,1,0,14
66,4,1,1,1,0,14
67,5,0,2,1,0,14
68,5,0,1,2,0,14
69,5,0,1,2,0,14
70,5,0,2,2,0,14
71,5,0,2,2,0,14
72,5,0,2,1,0,14
73,5,0,2,1,0,14
74,4,0,2,1,0,14
75,5,0,2,0,1,14
76,4,0,3,0,1,14
77,5,0,3,0,1,14
78,4,1,3,0,0,15
79,5,1,3,0,0,15
80,5,1,3,0,0,16
81,5,0,3,0,0,16
82,5,0,3,0,0,16
83,5,0,2,1,0,17
84,5,0,2,1,0,17
85,5,0,2,0,0,17
86,5,0,3,0,0,17
87,4,0,3,0,0,18
88,5,0,3,0,0,18
89,4,1,3,0,0,18
90,5,0,3,0,0,18
91,5,0,3,0,0,19
92,4,1,3,0,0,19
93,5,1,3,0,0,19
94,5,1,3,0,0,19
95,5,0,3,0,0,19
96,5,0,3,0,0,19
97,5,0,3,0,0,19
98,5,0,3,0,1,19
99,5,0,3,0,0,20
100,4,0,3,0,0,20
101,5,0,3,0,0,21
102,4,1,3,0,0,21
103,5,0,3,1,0,21
104,5,0,3,1,0,21
105,5,0,2,2,0,21
106,5,0,3,2,0,21
107,5,0,3,2,0,21
108,5,0,2,3,0,21
109,4,0,2,3,0,21
110,5,0,2,3,0,21
111,5,0,2,3,0,21
112,5,0,2,3,0,21
113,5,0,2,3,0,22
114,5,0,2,3,0,22
115,5,0,2,3,0,22
116,5,0,1,4,0,22
117,5,0,1,3,0,22
118,5,0,1,3,0,22
119,5,0,1,3,0,22
120,5,0,0,3,0,23
121,5,0,0,3,0,23
122,4,0,0,3,0,23
123,5,0,0,2,1,23
124,5,0,0,2,1,23
125,4,1,0,2,1,23
126,5,1,0,1,1,24
127,4,1,1,1,1,24
128,5,1,0,2,1,24
129,5,1,0,1,2,24
130,5,0,1,1,2,24
131,4,1,0,2,2,24
132,5,1,0,2,1,25
133,5,0,0,2,2,25
134,5,0,0,2,2,25
135,4,1,0,2,2,25
136,5,1,0,1,2,26
137,5,1,0,1,2,26
138,4,1,1,1,2,26
139,5,1,0,2,1,27
140,5,1,0,2,1,27
141,4,2,0,2,0,28
142,5,1,1,2,0,28
143,4,2,0,3,0,28
144,5,1,1,2,0,29
145,5,1,0,3,0,29
146,5,1,0,3,0,29
147,4,2,0,3,1,29
148,5,1,0,3,1,29
149,4,2,0,3,1,29
150,5,2,0,3,2,29
151,4,2,0,3,2,29
152,5,2,0,3,1,30
153,5,2,0,2,2,30
154,4,3,0,2,2,30
155,5,3,0,2,2,30
156,5,2,0,3,2,30
157,5,2,0,2,2,31
158,4,3,0,2,2,31
159,5,3,0,2,1,32
