t,num_station,num_job,event_type
0,0,1,job start
0,1,1,job start
0,2,1,job start
0,3,1,job start
0,4,1,job start
2.481,2,1,job finish
2.769,1,1,job finish
2.769,2,2,job start
3.696,4,1,job finish
5.303,0,1,job finish
5.303,1,2,job start
5.303,0,2,job start
5.363,3,1,job finish
5.363,4,2,job start
5.363,3,2,job start
5.824,2,2,job finish
7.731,3,2,job finish
7.731,3,3,job start
9.924,1,2,job finish
9.924,2,3,job start
10.628,0,2,job finish
10.628,1,3,job start
10.628,0,3,job start
12.282,3,3,job finish
13.574,2,3,job finish
13.574,3,4,job start
13.92,1,3,job finish
13.92,2,4,job start
14.431,0,3,job finish
14.431,1,4,job start
14.431,0,4,job start
16.037,4,2,job finish
16.037,4,3,job start
17.986,2,4,job finish
19.799,3,4,job finish
19.799,3,5,job start
20.039,1,4,job finish
20.039,2,5,job start
20.252,4,3,job finish
20.252,4,4,job start
21.551,0,4,job finish
21.551,1,5,job start
21.551,0,5,job start
22.75,4,4,job finish
22.75,4,5,job start
24.073,2,5,job finish
24.168,3,5,job finish
24.168,3,6,job start
24.349,1,5,job finish
24.349,2,6,job start
24.434,0,5,job finish
24.434,1,6,job start
24.434,0,6,job start
26.038,4,5,job finish
26.038,4,6,job start
26.804,0,6,job finish
26.804,0,7,job start
26.934,1,6,job finish
26.934,1,7,job start
28.056,4,6,job finish
28.058,2,6,job finish
28.058,2,7,job start
30.646,1,7,job finish
30.688,2,7,job finish
30.688,2,8,job start
32.331,3,6,job finish
32.331,4,7,job start
32.331,3,7,job start
32.789,0,7,job finish
32.789,1,8,job start
32.789,0,8,job start
33.624,2,8,job finish
34.782,4,7,job finish
35.392,3,7,job finish
35.392,4,8,job start
35.392,3,8,job start
36.471,1,8,job finish
36.471,2,9,job start
38.234,3,8,job finish
38.234,3,9,job start
38.597,4,8,job finish
38.597,4,9,job start
38.753,2,9,job finish
42.651,4,9,job finish
43.419,3,9,job finish
43.419,4,10,job start
43.419,3,10,job start
44.048,0,8,job finish
44.048,1,9,job start
44.048,0,9,job start
45.715,4,10,job finish
46.928,0,9,job finish
46.928,0,10,job start
47.14,3,10,job finish
47.14,4,11,job start
47.429,1,9,job finish
47.429,2,10,job start
47.429,1,10,job start
49.342,4,11,job finish
50.075,0,10,job finish
50.075,0,11,job start
52.117,0,11,job finish
52.117,0,12,job start
52.935,2,10,job finish
52.935,3,11,job start
55.603,1,10,job finish
55.603,2,11,job start
55.603,1,11,job start
60.287,3,11,job finish
60.287,4,12,job start
60.362,1,11,job finish
60.362,1,12,job start
61.546,2,11,job finish
61.546,3,12,job start
61.546,2,12,job start
62.641,4,12,job finish
62.815,0,12,job finish
62.815,0,13,job start
64.59,2,12,job finish
65.306,0,13,job finish
65.306,0,14,job start
65.658,3,12,job finish
65.658,4,13,job start
65.658,3,13,job start
67.399,0,14,job finish
67.399,0,15,job start
67.677,4,13,job finish
67.884,1,12,job finish
67.884,2,13,job start
67.884,1,13,job start
69.229,3,13,job finish
69.229,4,14,job start
69.547,0,15,job finish
69.547,0,16,job start
70.847,1,13,job finish
70.847,1,14,job start
72.319,0,16,job finish
72.319,0,17,job start
73.604,2,13,job finish
73.604,3,14,job start
73.604,2,14,job start
75.793,0,17,job finish
75.793,0,18,job start
76.471,2,14,job finish
77.143,4,14,job finish
77.678,3,14,job finish
77.678,4,15,job start
77.678,3,15,job start
80.511,0,18,job finish
80.511,0,19,job start
83.379,4,15,job finish
84.395,1,14,job finish
84.395,2,15,job start
84.395,1,15,job start
84.47,0,19,job finish
84.47,0,20,job start
85.144,3,15,job finish
85.144,4,16,job start
86.439,2,15,job finish
86.439,3,16,job start
87.479,4,16,job finish
88.197,0,20,job finish
89.94,3,16,job finish
89.94,4,17,job start
91.512,1,15,job finish
91.512,2,16,job start
91.512,1,16,job start
91.512,0,21,job start
93.796,2,16,job finish
93.796,3,17,job start
93.894,4,17,job finish
93.971,0,21,job finish
95.87,1,16,job finish
95.87,2,17,job start
95.87,1,17,job start
95.87,0,22,job start
98.494,1,17,job finish
98.494,1,18,job start
99.063,0,22,job finish
99.063,0,23,job start
99.254,3,17,job finish
