t,num_station,num_job,event_type
0,0,1,job start
0,1,1,job start
0,2,1,job start
0,3,1,job start
0,4,1,job start
2.059,2,1,job finish
5.167,0,1,job finish
5.167,0,2,job start
6.989,1,1,job finish
6.989,2,2,job start
6.989,1,2,job start
7.276,0,2,job finish
7.276,0,3,job start
8.44,3,1,job finish
8.44,3,2,job start
9.422,1,2,job finish
9.422,1,3,job start
10.172,4,1,job finish
10.172,4,2,job start
10.685,2,2,job finish
10.685,2,3,job start
10.773,0,3,job finish
10.773,0,4,job start
11.074,3,2,job finish
11.074,3,3,job start
11.837,1,3,job finish
11.837,1,4,job start
15.237,2,3,job finish
15.237,2,4,job start
16.319,4,2,job finish
16.319,4,3,job start
17.01,1,4,job finish
17.734,0,4,job finish
17.734,1,5,job start
17.734,0,5,job start
19.225,4,3,job finish
19.466,2,4,job finish
19.466,2,5,job start
20.431,0,5,job finish
20.431,0,6,job start
20.704,1,5,job finish
20.704,1,6,job start
20.723,3,3,job finish
20.723,4,4,job start
20.723,3,4,job start
23.112,1,6,job finish
23.608,2,5,job finish
23.608,2,6,job start
24.456,0,6,job finish
24.456,1,7,job start
24.456,0,7,job start
25.175,4,4,job finish
25.389,3,4,job finish
25.389,4,5,job start
25.389,3,5,job start
26.487,2,6,job finish
26.487,2,7,job start
26.875,1,7,job finish
26.911,0,7,job finish
26.911,1,8,job start
26.911,0,8,job start
30.321,0,8,job finish
30.321,0,9,job start
30.407,1,8,job finish
30.407,1,9,job start
32.461,0,9,job finish
32.461,0,10,job start
33.063,1,9,job finish
33.063,1,10,job start
33.237,3,5,job finish
33.237,3,6,job start
33.727,2,7,job finish
33.727,2,8,job start
35.827,4,5,job finish
35.827,4,6,job start
35.953,0,10,job finish
35.953,0,11,job start
37.143,1,10,job finish
37.143,1,11,job start
37.277,2,8,job finish
37.277,2,9,job start
38.351,4,6,job finish
39.089,3,6,job finish
39.089,4,7,job start
39.089,3,7,job start
39.607,0,11,job finish
39.607,0,12,job start
41.647,4,7,job finish
42.397,0,12,job finish
42.397,0,13,job start
42.994,1,11,job finish
42.994,1,12,job start
43.608,3,7,job finish
43.608,4,8,job start
43.608,3,8,job start
43.746,2,9,job finish
43.746,2,10,job start
45.778,2,10,job finish
45.778,2,11,job start
45.843,0,13,job finish
45.843,0,14,job start
47.723,4,8,job finish
48.412,2,11,job finish
48.412,2,12,job start
49.719,3,8,job finish
49.719,4,9,job start
49.719,3,9,job start
50.985,2,12,job finish
52.228,0,14,job finish
52.228,0,15,job start
52.363,3,9,job finish
52.363,3,10,job start
52.748,1,12,job finish
52.748,2,13,job start
52.748,1,13,job start
53.144,4,9,job finish
53.144,4,10,job start
55.144,2,13,job finish
55.494,1,13,job finish
55.494,2,14,job start
55.494,1,14,job start
55.913,4,10,job finish
56.292,0,15,job finish
56.292,0,16,job start
57.265,3,10,job finish
57.265,4,11,job start
57.265,3,11,job start
58.605,0,16,job finish
58.605,0,17,job start
59.948,2,14,job finish
60.681,4,11,job finish
60.891,1,14,job finish
60.891,2,15,job start
60.891,1,15,job start
61.101,0,17,job finish
61.101,0,18,job start
63.623,2,15,job finish
63.675,0,18,job finish
63.675,0,19,job start
64.812,3,11,job finish
64.812,4,12,job start
64.812,3,12,job start
65.922,1,15,job finish
65.922,2,16,job start
65.922,1,16,job start
66.692,0,19,job finish
66.692,0,20,job start
67.461,3,12,job finish
67.461,3,13,job start
68.269,4,12,job finish
68.269,4,13,job start
70.93,1,16,job finish
70.93,1,17,job start
71.248,2,16,job finish
71.248,2,17,job start
71.468,4,13,job finish
71.918,3,13,job finish
71.918,4,14,job start
71.918,3,14,job start
73.346,1,17,job finish
73.346,1,18,job start
74.187,4,14,job finish
74.214,0,20,job finish
74.214,0,21,job start
75.211,2,17,job finish
75.211,2,18,job start
75.922,1,18,job finish
75.922,1,19,job start
77.789,0,21,job finish
77.789,0,22,job start
77.925,3,14,job finish
77.925,4,15,job start
77.925,3,15,job start
79.93,0,22,job finish
79.93,0,23,job start
80.239,2,18,job finish
80.239,2,19,job start
81.398,3,15,job finish
81.398,3,16,job start
82.512,1,19,job finish
82.512,1,20,job start
