t,B0,B1,B2,B3,B4,B5
1,4,0,0,0,0,0
2,5,0,0,0,0,0
3,4,1,0,0,0,1
4,5,1,0,1,0,1
5,5,1,0,1,0,1
6,5,1,0,0,0,1
7,4,2,0,0,0,1
8,5,1,0,0,0,1
9,5,1,0,0,0,1
10,5,1,0,0,1,1
11,4,1,1,0,1,1
12,5,1,1,0,0,2
13,5,1,1,0,0,2
14,5,1,0,0,0,2
15,4,1,1,0,0,2
16,5,1,1,0,0,2
17,4,2,1,0,0,2
18,5,1,1,0,1,2
19,5,1,1,0,1,2
20,4,2,1,0,1,2
21,5,2,0,1,1,2
22,5,2,0,1,0,3
23,5,2,0,2,0,3
24,5,2,0,2,0,4
25,5,2,0,2,0,4
26,5,2,0,2,0,4
27,4,2,0,1,0,4
28,5,2,0,1,0,4
29,5,2,0,2,0,4
30,4,3,0,2,0,5
31,5,3,0,2,0,5
32,5,3,0,2,0,5
33,5,2,0,1,0,5
34,5,2,0,1,0,5
35,5,2,0,1,0,5
36,5,2,0,1,0,6
37,4,2,0,1,0,6
38,5,2,0,1,0,6
39,4,3,0,1,0,6
40,5,2,0,2,0,7
41,5,2,0,1,0,7
42,5,2,0,1,0,7
43,5,2,0,2,0,7
44,5,2,0,2,0,8
45,5,2,0,1,0,8
46,5,2,0,1,0,8
47,5,2,0,0,0,9
48,5,1,0,0,0,9
49,5,1,0,0,0,9
50,5,1,0,0,0,9
51,4,2,0,1,0,10
52,5,2,0,1,0,10
53,5,1,0,1,0,10
54,4,2,0,0,0,10
55,5,2,0,0,0,10
56,5,2,0,1,0,10
57,5,1,0,1,0,10
58,5,1,0,0,0,11
59,5,1,0,0,0,11
60,4,1,1,0,1,11
61,5,1,1,0,0,12
62,4,2,1,0,0,12
63,5,1,1,0,0,12
64,5,1,1,0,0,12
65,5,1,1,0,0,13
66,4,2,0,0,0,13
67,5,2,0,0,0,13
68,5,2,0,0,0,13
69,5,1,1,0,0,14
70,5,1,1,0,0,14
71,5,1,0,1,0,14
72,4,1,1,1,0,14
73,5,1,1,0,0,14
74,4,2,1,0,0,14
75,5,1,2,0,0,14
76,5,1,2,0,1,14
77,5,0,3,0,1,14
78,4,1,3,0,1,14
79,5,1,3,0,1,14
80,5,0,4,0,0,15
81,5,0,3,0,0,15
82,5,0,3,0,0,16
83,4,1,3,0,0,16
84,5,0,4,0,0,16
85,4,1,4,0,0,16
86,5,1,4,0,0,16
87,5,0,5,0,0,16
88,4,1,5,0,0,17
89,5,1,5,0,0,17
90,5,1,5,0,0,17
91,4,2,5,0,0,17
92,5,2,5,0,0,17
93,5,2,5,0,0,17
94,5,1,5,0,0,17
95,5,1,5,0,0,17
96,4,2,5,0,0,17
97,5,2,4,1,0,17
98,4,3,4,1,0,17
99,5,2,4,2,0,17
100,5,2,4,1,0,17
101,5,2,4,1,0,17
102,4,3,3,2,0,18
103,5,3,3,2,0,18
104,4,3,4,1,0,18
105,5,3,4,1,0,18
106,5,3,3,2,0,19
107,4,4,3,1,0,19
108,5,4,3,1,0,19
109,5,3,4,1,0,19
110,4,4,3,2,0,20
111,5,4,3,2,0,20
112,5,3,4,1,0,20
113,5,3,4,1,0,20
114,4,4,3,2,0,21
115,5,3,4,2,0,21
116,5,3,4,2,0,21
117,5,2,4,3,0,21
118,4,3,4,3,0,21
119,5,3,4,3,0,21
120,4,4,4,3,0,21
121,5,4,4,2,0,21
122,5,4,3,3,0,21
123,4,5,3,3,0,21
124,5,4,4,2,1,21
125,5,4,3,3,1,21
126,4,5,3,3,1,21
127,5,4,4,2,1,22
128,5,4,4,2,1,22
129,5,4,4,2,1,22
130,5,4,4,2,1,22
131,5,3,5,1,2,22
132,4,4,5,1,2,22
133,5,4,5,0,3,22
134,5,4,5,0,2,23
135,4,5,5,0,2,23
136,5,4,5,1,2,23
137,5,4,5,1,2,23
138,4,5,5,1,1,24
139,5,5,4,2,1,24
140,5,5,4,1,2,24
141,4,5,4,2,1,25
142,5,5,4,1,2,25
143,5,5,4,1,2,25
144,5,5,3,2,2,25
145,5,5,3,2,2,25
146,5,4,4,2,2,25
147,5,4,4,1,2,26
148,4,5,3,2,2,26
149,5,4,4,1,2,27
150,5,4,4,1,2,27
151,4,5,3,2,1,28
152,5,4,4,2,1,28
153,4,5,4,1,2,28
154,5,4,5,1,1,29
155,5,4,5,1,1,29
156,4,5,5,1,1,29
157,5,5,5,1,1,29
158,5,5,4,1,2,29
159,5,5,4,1,1,30
